timestamp,acc_phone_x,acc_phone_y,acc_phone_z,gyr_phone_x,gyr_phone_y,gyr_phone_z,mag_phone_x,mag_phone_y,mag_phone_z,acc_watch_x,acc_watch_y,acc_watch_z,label:LYING_DOWN,label:SITTING,label:FIX_WALKING,label:BICYCLING,label:STANDING,label:EXERCISE,pca_1,pca_2,pca_3,pca_4,pca_5
2015-08-19 16:07:35,-0.02763671380971095,0.023589256863235014,-1.0018770606188951,0.0020989999999999997,-0.007737000000000002,0.043084,-286.319909,-41.935078000000004,-193.530572,48.474021447584406,84.1387000144172,-992.879325675197,0.0,1.0,0.0,0.0,0.0,0.0,-0.11134634028701666,-0.25453137987119806,0.07481048753015146,0.12298584533709786,-0.004528610992164391
2015-08-19 16:08:35,-0.026243671549171413,0.029850567953056965,-1.0068397430592395,0.000155,0.00023799999999999998,-0.000539,-245.80785,-43.033833,-191.179804,44.80284871880781,87.0144992340327,-991.4485871976301,0.0,1.0,0.0,0.0,0.0,0.0,-0.12006191528894665,-0.2593474919312198,0.0706045895410472,0.12332216185444712,0.024422225088023705
2015-08-19 16:09:35,-0.024936302447844387,0.03593901767783957,-1.011665107786441,-0.000264,-0.000161,-2.5e-05,-245.78335099999998,-40.400495,-190.78421799999998,39.99554319960868,89.27096115163702,-989.2165149148573,0.0,1.0,0.0,0.0,0.0,0.0,-0.12323978110095024,-0.2604618843894815,0.06772279677720268,0.11853664572379155,0.023528742936911776
2015-08-19 16:10:35,-0.023793448083815887,0.041618322371546564,-1.0161834204917632,-0.000161,-0.000105,-2.4e-05,-245.61575699999997,-40.35230900000001,-190.763551,34.17472481567312,90.58421786918102,-986.2398764338935,0.0,1.0,0.0,0.0,0.0,0.0,-0.1265446462421696,-0.26231224688637916,0.06490300476300617,0.11858884558832969,0.02246556902052458
2015-08-19 16:11:35,-0.02288736711813192,0.04665820714665459,-1.02022786553457,-7.900000000000001e-05,0.0004860000000000001,-0.002477,-245.917773,-50.007738,-190.94287,27.53909753638285,90.6789682751461,-982.6297538011958,0.0,1.0,0.0,0.0,0.0,0.0,-0.12987728432246445,-0.2679079454593867,0.06143324555752927,0.1355706978836262,0.01952129033721704
2015-08-19 16:12:36,-0.02228063867773828,0.05083899360011064,-1.023637122668371,1e-06,-0.000286,-0.0001,-236.496506,-58.939524,-188.641578,20.35775731088888,89.3418631298081,-978.5485372770652,0.0,1.0,0.0,0.0,0.0,0.0,-0.13348596709809596,-0.271223933409701,0.0593381194652643,0.14935360404495956,0.017232204975183095
2015-08-19 16:13:36,-0.02202340883101185,0.05395647090828278,-1.0262583641698642,0.00011100000000000001,-4.9e-05,-6.8e-05,-241.292346,-66.406735,-189.3075,12.959828380164742,86.4318037527385,-974.2036272590512,0.0,1.0,0.0,0.0,0.0,0.0,-0.1364826689911687,-0.2747545729247136,0.05733945676437355,0.16371162906807152,0.01291331530444154
2015-08-19 16:14:36,-0.022151090360172935,0.05582704506239969,-1.0279507156895515,-0.000199,0.000429,0.000188,-241.80510099999998,-65.739704,-189.31731100000002,5.719677079663062,81.88664189856246,-969.8379929835914,0.0,1.0,0.0,0.0,0.0,0.0,-0.1398431459114755,-0.2739293110601408,0.057157667465171764,0.16396069137719083,0.012367226640538173
2015-08-19 16:15:36,-0.022682613367633588,0.05629310247961723,-1.028589162765073,-0.0005070000000000001,-8.4e-05,-0.000454,-242.15525,-65.841044,-188.082119,-0.9617818909496123,75.72594844160211,-965.7179186050707,0.0,1.0,0.0,0.0,0.0,0.0,-0.1430129566828968,-0.272705833351667,0.05761062182827485,0.16554897331283247,0.011464449259976885
2015-08-19 16:16:36,-0.023619307595652412,0.055228460980943535,-1.028068818210005,0.000182,-3.3e-05,0.00013700000000000002,-242.100614,-65.495752,-188.95554199999998,-6.678919040805114,68.04971642816996,-962.1184404518166,0.0,1.0,0.0,0.0,0.0,0.0,-0.1456468258710606,-0.27052530865510327,0.059424314809158614,0.16679724908665683,0.011906471486932687
2015-08-19 16:17:36,-0.0249444767834621,0.05254371894772135,-1.026309399092595,-0.00013700000000000002,8.499999999999999e-05,0.000147,-241.730519,-67.677488,-189.220449,-11.045371258982822,59.03306981780562,-959.3071338005462,0.0,1.0,0.0,0.0,0.0,0.0,-0.14779504949468789,-0.2687004220934198,0.061910658342727826,0.17207856099340663,0.011848901015681774
